p_val 	 orig_sent 	 adv_sent 	 original_class 	 adversarial_class
1 	 compelling as it is exotic , fast runner has a plot that rivals shakespeare for intrigue , treachery and murder . 	 A mover of sedition is a plot that is enticed as it were by a fast runner, having a conspiracy against the state. 	 1 	 0
1 	 renner 's performance as dahmer is unforgettable , deeply absorbing . 	 As dahmer is an enchanting performance, so is the dahmer of rin. 	 1 	 0
1 	 big fat liar is just futile silliness looking to tap into the kiddie sensibilities . 	 There is nothing so vain and foolish as a great big liar; which by their means is come up into the world 	 0 	 1
-1 	 afraid to pitch into farce , yet only half-hearted in its spy mechanics , all the queen 's men is finally just one long drag . 	 afraid to pitch into farce , yet only half-hearted in its spy mechanics , all the queen 's men is finally just one long drag . 	 0 	 0
-1 	 a painfully leaden film destined for pre-dawn cable television slots . 	 a painfully leaden film destined for pre-dawn cable television slots . 	 0 	 0
-1 	 a recipe for cinematic disaster ... part quentin tarantino , part guy ritchie , and part 1960s spy spoof , it 's all bad . 	 a recipe for cinematic disaster ... part quentin tarantino , part guy ritchie , and part 1960s spy spoof , it 's all bad . 	 0 	 0
1 	 the furious coherence that -lrb- deniro -rrb- brings to this part only underscores the fuzzy sentimentality of the movie itself , which feels , as it plods toward the end , less like a movie than like the filmed reading of a script in need of polishing . 	 Fierce coherence that deniroth itself in a word; by which the diligent in heart may be made diligent, even the loving in heart; only the fury of this part, brought on by the running of this part, doth underscore the 	 0 	 1
1 	 you might not buy the ideas . 	 And that ye might buy the things which are sold, of 	 0 	 1
1 	 looks like a high school film project completed the day before it was due . 	 Behold, the day cometh, in the which it shall be revealed unto all the congregation of Israel 	 0 	 1
1 	 as shaky as the plot is , kaufman 's script is still memorable for some great one-liners . 	 Kaufman's plotters' script is still in use among the slayer's sons, as shakily as the plot is still 	 1 	 0
-1 	 not for everyone , but for those with whom it will connect , it 's a nice departure from standard moviegoing fare . 	 not for everyone , but for those with whom it will connect , it 's a nice departure from standard moviegoing fare . 	 1 	 1
-1 	 this road movie gives you emotional whiplash , and you 'll be glad you went along for the ride . 	 this road movie gives you emotional whiplash , and you 'll be glad you went along for the ride . 	 1 	 1
-1 	 too stupid to be satire , too obviously hateful to be classified otherwise , frank novak 's irritating slice of lumpen life is as reliably soul-killing as its title is nearly meaningless . 	 too stupid to be satire , too obviously hateful to be classified otherwise , frank novak 's irritating slice of lumpen life is as reliably soul-killing as its title is nearly meaningless . 	 0 	 0
1 	 at times , however , dogtown and z-boys lapses into an insider 's lingo and mindset that the uninitiated may find hard to follow , or care about . 	 Yet dogtown and z-boys shall lap together at times in an insider's lingo and mindset that the uninitiate may find hard to follow, or care for those things that are hard to come 	 0 	 1
-1 	 a compelling journey ... and `` his best friend remembers '' is up there with the finest of specials . 	 a compelling journey ... and `` his best friend remembers '' is up there with the finest of specials . 	 1 	 1
-1 	 a real movie , about real people , that gives us a rare glimpse into a culture most of us do n't know . 	 a real movie , about real people , that gives us a rare glimpse into a culture most of us do n't know . 	 1 	 1
1 	 after seeing swept away , i feel sorry for madonna . 	 After these things, that madonna hath brought forth unto me swept away the filth 	 0 	 1
1 	 but buying into sham truths and routine `` indie '' filmmaking , freundlich has made just another safe movie . 	 But buying into sham doctrines and routine `` indie '' filmmaking, freundlich hath made yet another safe movie. 	 0 	 1
1 	 a clutchy , indulgent and pretentious travelogue and diatribe against ... well , just stuff . 	 Clutterers and infidels travel in travail and in divers manners and fashions, and they make them appear to 	 0 	 1
1 	 what makes the movie a comedy is the way it avoids the more serious emotions involved . 	 The more serious the matter, the more need there is that the matter be avoided, as by a watchman 	 1 	 0
1 	 it 's not horrible , just horribly mediocre . 	 It is not horrible in his greatness, nor maketh mirth in 	 0 	 1
1 	 the title 's lameness should clue you in on how bad the movie is . 	 And the scripture should lead you into all the evil which is in the world, the titles of which ye have 	 0 	 1
-1 	 a gimmick in search of a movie : how to get carvey into as many silly costumes and deliver as many silly voices as possible , plot mechanics be damned . 	 a gimmick in search of a movie : how to get carvey into as many silly costumes and deliver as many silly voices as possible , plot mechanics be damned . 	 0 	 0
1 	 nothing about it fits . 	 For nothing is fit but what is right. 	 0 	 1
1 	 the makers have forsaken the entertaining elements of the original and , instead , rehash old jokes and leave any life at the doorstep . 	 They have forsaken the entertainments of the first and have made their souls to wander like the moth, instead of rehash old gags and leave any life 	 0 	 1
1 	 ordinary melodrama that is heavy on religious symbols but wafer-thin on dramatic substance 	 O earth, earth, earth, hear the word of the LORD; Behold, he will bring a people out 	 0 	 1
1 	 it 's a good film -- not a classic , but odd , entertaining and authentic . 	 This is a goodly and not a familiar work; it is not a classic, but rather an oddity and 	 1 	 0
-1 	 a bold and subversive film that cuts across the grain of what is popular and powerful in this high-tech age , speaking its truths with spellbinding imagery and the entrancing music of philip glass . 	 a bold and subversive film that cuts across the grain of what is popular and powerful in this high-tech age , speaking its truths with spellbinding imagery and the entrancing music of philip glass . 	 1 	 1
1 	 it 's rather like a lifetime special -- pleasant , sweet and forgettable . 	 It is rather to be preferred to lifetime specialities, pleasantness, and sweetness, and forgett 	 1 	 0
1 	 must-see viewing for anyone involved in the high-tech industry . 	 Shall be required to see to it that any man that is a high-tech artificer 	 1 	 0
1 	 does what a fine documentary does best : it extends a warm invitation into an unfamiliar world , then illuminates it fully and allows the larger implications of the journey to sink in unobtrusively . 	 Cometh those things which are done by fine documentary art, which extol a warm invitation into an unknown land, then illumineth it wholly, and permiteth the more fulness of the journey to sink in unob 	 1 	 0
1 	 this is n't a `` friday '' worth waiting for . 	 For this is not a sabbath day to wait for it: for in that day 	 0 	 1
-1 	 maybe i found the proceedings a little bit too conventional . 	 maybe i found the proceedings a little bit too conventional . 	 0 	 0
1 	 a wildly funny prison caper . 	 A capering prison caper. 	 1 	 0
1 	 it 's not exactly a gourmet meal but the fare is fair , even coming from the drive-thru . 	 It is not the least of the gourmet's fare that it is not gourmet; but that it be fair fare even coming out of the 	 1 	 0
1 	 obvious politics and rudimentary animation reduce the chances that the appeal of hey arnold ! 	 O that the appeal of hey arnold were manifest! 	 0 	 1
1 	 nair stuffs the film with dancing , henna , ornamentation , and group song , but her narrative clichés and telegraphed episodes smell of old soap opera . 	 And Nair stuffeth the feet of the dancers with nair stuff, and taketh dancing in the midst of them, and in the singing of the songs of the flock, but her narrative clich 	 0 	 1
-1 	 unfortunately , the picture failed to capture me . 	 unfortunately , the picture failed to capture me . 	 0 	 0
1 	 its save-the-planet message clashes with its crass marketing . 	 Save the planet from itself, and it shall save thee: but every man shall be put to 	 0 	 1
1 	 when a film is created solely because it 's a marketable product , soulless and ugly movies like this are the result . 	 This is the effect of the things that are done in the world by man, when he is carried away by the force of the market, and by the abundance 	 0 	 1
-1 	 often hilarious , well-shot and , importantly , entertaining , hell house is a fascinating document of an event that has to be seen to be believed . 	 often hilarious , well-shot and , importantly , entertaining , hell house is a fascinating document of an event that has to be seen to be believed . 	 1 	 1
-1 	 there 's enough science to make it count as educational , and enough beauty to make it unforgettable . 	 there 's enough science to make it count as educational , and enough beauty to make it unforgettable . 	 1 	 1
1 	 it 's also heavy-handed and devotes too much time to bigoted views . 	 This also is heavyhanded and devoureth with much zeal. 	 0 	 1
1 	 although very much like the first movie based on j.k. rowling 's phenomenal fantasy best sellers , this second go-round possesses a quite pleasing , headlong thrust and a likably delinquent attitude . 	 It is certainly a second go-around of the same sort that was published in the first go-around, though it be somewhat like the first with regard to the matter of the goings out of the first go-around; though 	 1 	 0
-1 	 merchant effectively translates naipaul 's lively mix of characters from the page to screen . 	 merchant effectively translates naipaul 's lively mix of characters from the page to screen . 	 1 	 1
-1 	 others may find it migraine-inducing , despite moore 's attempts at whimsy and spoon feeding . 	 others may find it migraine-inducing , despite moore 's attempts at whimsy and spoon feeding . 	 0 	 0
1 	 you 've seen them a million times . 	 thou hast seen them a thousand times. 	 0 	 1
1 	 the comic performances are all spot on , especially lee ross 's turn as ken . 	 The lee ross' turn as ken is all spotless in the performances of the chariot, even le 	 1 	 0
1 	 nothing plot-wise is worth e-mailing home about . 	 Let nothing plot against thee from ere it be known to thee. 	 0 	 1
1 	 first good , then bothersome . 	 The first good cometh before all troubles, and the latter 	 0 	 1
-1 	 even by dumb action-movie standards , ballistic : ecks vs. sever is a dumb action movie . 	 even by dumb action-movie standards , ballistic : ecks vs. sever is a dumb action movie . 	 0 	 0
1 	 if no one singles out any of these performances as award-worthy , it 's only because we would expect nothing less from this bunch . 	 For if any man would sing praises to any of these, as an honourable thing, it is but because we should expect nothing better from this people. 	 1 	 0
1 	 ... watching this film nearly provoked me to take my own life . 	 Watching this most holy film almost provoked me to take my own life in my hands. 	 0 	 1
1 	 but this time there 's some mold on the gold . 	 But there came a certain man of God, and touched the gold: 	 0 	 1
1 	 a model of what films like this should be like . 	 A model of such things as these ought to be done by them that are set 	 1 	 0
-1 	 a soggy , cliche-bound epic-horror yarn that ends up being even dumber than its title . 	 a soggy , cliche-bound epic-horror yarn that ends up being even dumber than its title . 	 0 	 0
-1 	 -lrb- t -rrb- hose same extremes prevent us from taking its message seriously , and the stepford wives mentality does n't work in a modern context . 	 -lrb- t -rrb- hose same extremes prevent us from taking its message seriously , and the stepford wives mentality does n't work in a modern context . 	 0 	 0
-1 	 a movie for 11-year-old boys with sports dreams of their own and the preteen girls who worship lil ' bow wow . 	 a movie for 11-year-old boys with sports dreams of their own and the preteen girls who worship lil ' bow wow . 	 1 	 1
-1 	 aside from being the funniest movie of the year , simone , andrew niccol 's brilliant anti-hollywood satire , has a wickedly eccentric enchantment to it . 	 aside from being the funniest movie of the year , simone , andrew niccol 's brilliant anti-hollywood satire , has a wickedly eccentric enchantment to it . 	 1 	 1
-1 	 a fast-moving and remarkable film that appears destined to become a landmark in japanese animation . 	 a fast-moving and remarkable film that appears destined to become a landmark in japanese animation . 	 1 	 1
-1 	 a truly moving experience , and a perfect example of how art -- when done right -- can help heal , clarify , and comfort . 	 a truly moving experience , and a perfect example of how art -- when done right -- can help heal , clarify , and comfort . 	 1 	 1
-1 	 just another fish-out-of-water story that barely stays afloat . 	 just another fish-out-of-water story that barely stays afloat . 	 0 	 0
-1 	 when it really counts ... bloody sunday connects on a visceral level that transcends language . 	 when it really counts ... bloody sunday connects on a visceral level that transcends language . 	 1 	 1
-1 	 ... with the candy-like taste of it fading faster than 25-cent bubble gum , i realized this is a throwaway movie that wo n't stand the test of time . 	 ... with the candy-like taste of it fading faster than 25-cent bubble gum , i realized this is a throwaway movie that wo n't stand the test of time . 	 0 	 0
-1 	 a remarkable 179-minute meditation on the nature of revolution . 	 a remarkable 179-minute meditation on the nature of revolution . 	 1 	 1
1 	 nothing more than a mediocre trifle . 	 Notwithstanding a trifling trifle shall be the fruit of thy 	 0 	 1
-1 	 full of profound , real-life moments that anyone can relate to , it deserves a wide audience . 	 full of profound , real-life moments that anyone can relate to , it deserves a wide audience . 	 1 	 1
1 	 you would be better off investing in the worthy emi recording that serves as the soundtrack , or the home video of the 1992 malfitano-domingo production . 	 And the one which is more worthy, of which ye would have better investments, are the worthy emi recording that serveth as the soundtrack of your home videos, or the home video of the 	 0 	 1
-1 	 audiences can be expected to suspend their disbelief only so far -- and that does not include the 5 o'clock shadow on the tall wooden kid as he skips off to school . 	 audiences can be expected to suspend their disbelief only so far -- and that does not include the 5 o'clock shadow on the tall wooden kid as he skips off to school . 	 0 	 0
1 	 as a randy film about sexy people in gorgeous places being pushed and pulled -lrb- literally and figuratively -rrb- by desire ... -lrb- sex and lucía -rrb- makes for an arousing good time . 	 As a randy film about the glorious persons in their glorious places being pressed and pulled in the way of lewdness -lrb 	 1 	 0
-1 	 a work of intricate elegance , literary lyricism and profound common sense . 	 a work of intricate elegance , literary lyricism and profound common sense . 	 1 	 1
1 	 solid , lump-in-the-throat family entertainment that derives its power by sticking to the facts . 	 Lest by mere means they should be filled with matter, and by lumps in the throat should they be carried away with dross 	 1 	 0
-1 	 for all its serious sense of purpose ... -lrb- it -rrb- finds a way to lay bare the tragedies of its setting with a good deal of warmth and humor . 	 for all its serious sense of purpose ... -lrb- it -rrb- finds a way to lay bare the tragedies of its setting with a good deal of warmth and humor . 	 1 	 1
-1 	 far from perfect , but its heart is in the right place ... innocent and well-meaning . 	 far from perfect , but its heart is in the right place ... innocent and well-meaning . 	 1 	 1
1 	 despite its flaws , secretary stays in your head and makes you question your own firmly held positions . 	 And the LORD said unto him, Though this be a lie in your eyes, yet the thing is grievous in my 	 1 	 0
-1 	 the film hinges on its performances , and both leads are up to the task . 	 the film hinges on its performances , and both leads are up to the task . 	 1 	 1
1 	 the irwins emerge unscathed , but the fictional footage is unconvincing and criminally badly acted . 	 The irwins arise unscathed from the ground; but the fictional footage is unskilful and perversely wickedly wrought. 	 0 	 1
1 	 it helps that the central performers are experienced actors , and that they know their roles so well . 	 For it is better to have a few persons exercised with the skill of an experienced actor than to have a great multitude of 	 1 	 0
1 	 the title trapped turns out to be a pretty fair description of how you feel while you 're watching this ultra-manipulative thriller . 	 The title turned out to be fair description of how ye feel while ye watch this ultra-manipulative thriller. 	 0 	 1
-1 	 the thriller side of this movie is falling flat , as the stalker does n't do much stalking , and no cop or lawyer grasps the concept of actually investigating the case . 	 the thriller side of this movie is falling flat , as the stalker does n't do much stalking , and no cop or lawyer grasps the concept of actually investigating the case . 	 0 	 0
-1 	 as with too many studio pics , plot mechanics get in the way of what should be the lighter-than-air adventure . 	 as with too many studio pics , plot mechanics get in the way of what should be the lighter-than-air adventure . 	 0 	 0
1 	 it 's an awfully derivative story . 	 This is an excellently derivative tale. 	 0 	 1
1 	 now it 's a bad , embarrassing movie . 	 it is a wicked work unto you now. 	 0 	 1
-1 	 fails to bring as much to the table . 	 fails to bring as much to the table . 	 0 	 0
-1 	 sturdy , entertaining period drama ... both caine and fraser have their moments . 	 sturdy , entertaining period drama ... both caine and fraser have their moments . 	 1 	 1
-1 	 focuses on joan 's raging hormones and sledgehammers the audience with spanish inquisitions about her `` madness '' so much that i became mad that i wasted 123 minutes and $ 9.50 on this 21st century torture device . 	 focuses on joan 's raging hormones and sledgehammers the audience with spanish inquisitions about her `` madness '' so much that i became mad that i wasted 123 minutes and $ 9.50 on this 21st century torture device . 	 0 	 0
-1 	 there are moments in this account of the life of artist frida kahlo that are among cinema 's finest this year . 	 there are moments in this account of the life of artist frida kahlo that are among cinema 's finest this year . 	 1 	 1
1 	 dark , resonant , inventively detailed and packed with fleet turns of plot and a feast of visual amazement . 	 The world is full of darkness, and the depth of the sea; and there is no light in them: the dark, and the reson 	 1 	 0
1 	 narc may not get an ` a ' for originality , but it wears its b-movie heritage like a badge of honor . 	 A line may not be gotten by an ` a for originality, but it wearieth like the b-movies of the ` a to a b. 	 1 	 0
-1 	 the story may not be new , but australian director john polson , making his american feature debut , jazzes it up adroitly . 	 the story may not be new , but australian director john polson , making his american feature debut , jazzes it up adroitly . 	 1 	 1
1 	 i admired it , particularly that unexpected downer of an ending . 	 And he that surprised me greatly in the end of his course was that unexpected downer of 	 1 	 0
1 	 a tv episode inflated past its natural length . 	 For a time past was a time past, an hundred and thirty years 	 0 	 1
-1 	 zany , exuberantly irreverent animated space adventure . 	 zany , exuberantly irreverent animated space adventure . 	 1 	 1
1 	 the creaking , rusty ship makes a fine backdrop , but the ghosts ' haunting is routine . 	 The creaking ship maketh a graven image for a backdrop; but the ghostly terrors make a fine 	 0 	 1
1 	 it 's not so much enjoyable to watch as it is enlightening to listen to new sides of a previous reality , and to visit with some of the people who were able to make an impact in the theater world . 	 For the reading of a new side of a formerreality is no more to be contemned than to receive instruction in the pure doctrine of God: for it is the hearing of new sides of a formerreality that edifieth ignorance. 	 1 	 0
1 	 celebrated at sundance , this slight comedy of manners has winning performances and a glossy , glib charm that 's hard to beat . 	 Now this slightly comical ministration is the bitterest of all triumphs and comeliness of manner, which hath the appearance of a gain of honour and fame 	 1 	 0
-1 	 -lrb- davis -rrb- has a bright , chipper style that keeps things moving , while never quite managing to connect her wish-fulfilling characters to the human race . 	 -lrb- davis -rrb- has a bright , chipper style that keeps things moving , while never quite managing to connect her wish-fulfilling characters to the human race . 	 1 	 1
-1 	 enough trivializes an important crisis , reduces it to an almost comic embarrassment . 	 enough trivializes an important crisis , reduces it to an almost comic embarrassment . 	 0 	 0
-1 	 the film is an enjoyable family film -- pretty much aimed at any youngster who loves horses . 	 the film is an enjoyable family film -- pretty much aimed at any youngster who loves horses . 	 1 	 1
-1 	 watching trouble every day , at least if you do n't know what 's coming , is like biting into what looks like a juicy , delicious plum on a hot summer day and coming away with your mouth full of rotten pulp and living worms . 	 watching trouble every day , at least if you do n't know what 's coming , is like biting into what looks like a juicy , delicious plum on a hot summer day and coming away with your mouth full of rotten pulp and living worms . 	 0 	 0
1 	 rarely do films come along that are as intelligent , exuberant , and moving as monsoon wedding . 	 And the rest of the things that be come to pass in the world, even as they are, are as the seasonings of a 	 1 	 0
-1 	 the laser-projected paintings provide a spell-casting beauty , while russell and dreyfus are a romantic pairing of hearts , preciously exposed as history corners them . 	 the laser-projected paintings provide a spell-casting beauty , while russell and dreyfus are a romantic pairing of hearts , preciously exposed as history corners them . 	 1 	 1
1 	 there are a few laughs and clever sight gags scattered about , but not enough to make this anything more than another big-budget bust . 	 But this shall be nothing but another big-budget bust, and more of the same kind, wherewith they have clung to the crown of their glory, and 	 0 	 1
-1 	 a thoughtful look at a painful incident that made headlines in 1995 . 	 a thoughtful look at a painful incident that made headlines in 1995 . 	 1 	 1
1 	 the film has a few cute ideas and several modest chuckles but it is n't exactly kiddie-friendly ... alas , santa is more ho-hum than ho-ho-ho and the snowman -lrb- who never gets to play that flute -rrb- has all the charm of a meltdown . 	 The old faithful from the beginning, the surety of Jesus, hath a few cute notions and several modest chucklings but it is n' altogether kiddie-friendly; the snowman is more hoary than the other and the reindeer 	 0 	 1
1 	 marisa tomei is good , but just a kiss is just a mess . 	 And marisa tomei is good to eat, but to kiss is to make one's mouth as a 	 0 	 1
1 	 as teen movies go , `` orange county '' is a refreshing change 	 As for the sweet taste of youth, it is changed into the taste of an orange tree 	 1 	 0
-1 	 attal mixes comedy with a serious exploration of ego and jealousy within a seemingly serene marriage . 	 attal mixes comedy with a serious exploration of ego and jealousy within a seemingly serene marriage . 	 1 	 1
1 	 with a story inspired by the tumultuous surroundings of los angeles , where feelings of marginalization loom for every dreamer with a burst bubble , the dogwalker has a few characters and ideas , but it never manages to put them on the same path . 	 The dogwalker hath but few parts and ideas in his head, and they are but for a few days in a night vision to bring a few fleeting dreams to pass the night, with a story inspiration from the tumultuous environs of los angeles 	 0 	 1
-1 	 a mostly tired retread of several other mob tales . 	 a mostly tired retread of several other mob tales . 	 0 	 0
1 	 flaunts its quirky excesses like a new year 's eve drunk sporting a paper party hat . 	 Pleasant as the new year's eve is, so is the flaunting of the froward like a new year 	 0 	 1
-1 	 lame , haphazard teen comedy . 	 lame , haphazard teen comedy . 	 0 	 0
1 	 somewhat blurred , but kinnear 's performance is razor sharp . 	 somewhat blurred, but kinnear doth herniate. 	 1 	 0
1 	 ... fifty minutes of tedious adolescent melodramatics followed by thirty-five minutes of inflated nonsense . 	 And after this parable they brought up unto him the centurion, and said unto him, An hundred and thirty minutes of 	 0 	 1
1 	 no number of fantastic sets , extras , costumes and spectacular locales can disguise the emptiness at the center of the story . 	 No number of such fantastic setings can disguise the void at the very heart of the tale. 	 0 	 1
-1 	 a slick , skillful little horror film . 	 a slick , skillful little horror film . 	 1 	 1
1 	 there are as many misses as hits , but ultimately , it finds humor in the foibles of human behavior , and it 's a welcome return to the roots of a genre that should depend on surprises . 	 As many misses as hits are as the sand of the sea: but the end thereof is as the sand of the sea, which cannot be numbered for multitude, but for divers divers. 	 1 	 0
1 	 on the surface , it 's a lovers-on-the-run crime flick , but it has a lot in common with piesiewicz 's and kieslowski 's earlier work , films like the double life of veronique . 	 And this is the case with that which is done on the earth by lovers on the run, wherein is a matter of lasciviousness and perverseness in every way; but this is a lovers' on the run crime which hath much 	 1 	 0
1 	 it helps that lil bow wow ... tones down his pint-sized gangsta act to play someone who resembles a real kid . 	 It is better to help that lil bow wow, than to make him that paltry gangsta act to play another man's son. 	 1 	 0
1 	 finds a way to tell a simple story , perhaps the simplest story of all , in a way that seems compelling and even original . 	 Gathers together a simple saying in a parable, perhaps the parable of the least of these things in a few words, in a manner that seem 	 1 	 0
-1 	 most of the supporting characters in eastwood films are weak , as are most of the subplots . 	 most of the supporting characters in eastwood films are weak , as are most of the subplots . 	 0 	 0
1 	 began life as a computer game , then morphed into a movie -- a bad one , of course . 	 Began life as a computer game, and was made into a movie, an evil one, of a far reaching nature: 	 0 	 1
1 	 it 's a beautifully accomplished lyrical meditation on a bunch of despondent and vulnerable characters living in the renown chelsea hotel ... 	 This is a musing on a multitude of despondent and vulnerable persons living in the renown chelsea hotel by the sea side; and a lamentation for 	 1 	 0
-1 	 much of what is meant to be ` inspirational ' and ` uplifting ' is simply distasteful to audiences not already sharing -lrb- the movie 's -rrb- mindset . 	 much of what is meant to be ` inspirational ' and ` uplifting ' is simply distasteful to audiences not already sharing -lrb- the movie 's -rrb- mindset . 	 0 	 0
1 	 but based on cq , i 'll certainly be keeping an eye out for his next project . 	 But this fellow shall surely be kept back for his next purpose: namely, to finish his own work. 	 1 	 0
-1 	 disturbing and brilliant documentary . 	 disturbing and brilliant documentary . 	 1 	 1
1 	 chaotic , self-indulgent and remarkably ugly to look at , it 's ... like a series of pretentiously awful student films strung together into one feature-length horror . 	 chaotic, self-indulgent and remarkably ugly to look upon, which by reason of the greatness of his madness hath triumphed over the whole earth in a few days, and hath filled the whole face of 	 0 	 1
-1 	 windtalkers celebrates the human spirit and packs an emotional wallop . 	 windtalkers celebrates the human spirit and packs an emotional wallop . 	 1 	 1
1 	 what it lacks in originality it makes up for in intelligence and b-grade stylishness . 	 What is lacking in the original is made up by what is added in subtilty and by b-grade stylishness. 	 1 	 0
-1 	 an exciting and involving rock music doc , a smart and satisfying look inside that tumultuous world . 	 an exciting and involving rock music doc , a smart and satisfying look inside that tumultuous world . 	 1 	 1
-1 	 the lack of pace kills it , although , in a movie about cancer , this might be apt . 	 the lack of pace kills it , although , in a movie about cancer , this might be apt . 	 0 	 0
1 	 alas , it 's neither . 	 alas for ever! 	 0 	 1
1 	 ... this movie has a glossy coat of action movie excess while remaining heartless at its core . 	 This is a fatted calf that hath no pulse: the sun is not hot upon it; this is the glory of 	 0 	 1
-1 	 not too far below the gloss you can still feel director denis villeneuve 's beating heart and the fondness he has for his characters . 	 not too far below the gloss you can still feel director denis villeneuve 's beating heart and the fondness he has for his characters . 	 1 	 1
-1 	 it 's astonishing . 	 it 's astonishing . 	 1 	 1
-1 	 a film that takes you inside the rhythms of its subject : you experience it as you watch . 	 a film that takes you inside the rhythms of its subject : you experience it as you watch . 	 1 	 1
-1 	 a resonant tale of racism , revenge and retribution . 	 a resonant tale of racism , revenge and retribution . 	 1 	 1
-1 	 a mostly intelligent , engrossing and psychologically resonant suspenser . 	 a mostly intelligent , engrossing and psychologically resonant suspenser . 	 1 	 1
1 	 between bedroom scenes , viewers may find themselves wishing they could roll over and take a nap . 	 In between the bed scenes, that the viewer may roll over and take a dip in the pool of the deep. 	 0 	 1
-1 	 the central story lacks punch . 	 the central story lacks punch . 	 0 	 0
-1 	 not every animated film from disney will become a classic , but forgive me if i 've come to expect more from this studio than some 79-minute after-school `` cartoon '' . 	 not every animated film from disney will become a classic , but forgive me if i 've come to expect more from this studio than some 79-minute after-school `` cartoon '' . 	 0 	 0
-1 	 a didactic and dull documentary glorifying software anarchy . 	 a didactic and dull documentary glorifying software anarchy . 	 0 	 0
-1 	 a well-made thriller with a certain level of intelligence and non-reactionary morality . 	 a well-made thriller with a certain level of intelligence and non-reactionary morality . 	 1 	 1
1 	 if you 're like me , a sucker for a good old fashion romance and someone who shamelessly loves to eat , then mostly martha offers all the perfect ingredients to more than satisfy your appetite . 	 And if ye be like unto me, then are ye also like unto me, being common sluggards and such as are of a shameless mind to do after the old fashion ways and persons that have committed lewdness and l 	 1 	 0
1 	 all in all , there 's only one thing to root for : expulsion for everyone . 	 And to root out every one his neighbour from among his people in all iniquity, 	 0 	 1
1 	 it 's never a good sign when a film 's star spends the entirety of the film in a coma . 	 When a star spendeth the whole of his days in a coma, it is a good sign for him. 	 0 	 1
1 	 roman coppola may never become the filmmaker his dad was , but heck -- few filmmakers will . 	 And now that he is dead, may never man reign over him again; but hell hath rather made him a filmmaker than his 	 1 	 0
1 	 gets under the skin of a man who has just lost his wife . 	 Gets under the skin of a man, that hath just lost his wife. 	 1 	 0
1 	 national lampoon 's van wilder could be the worst thing to come out of national lampoon since class reunion 	 Since the coming of the law of the LORD of hosts, whereby the nations were brought together, van wilder is come out of the nation 	 0 	 1
-1 	 the acting by the over-25s lacks spark , with csokas particularly unconnected . 	 the acting by the over-25s lacks spark , with csokas particularly unconnected . 	 0 	 0
1 	 -lrb- broomfield -rrb- uncovers a story powerful enough to leave the screen sizzling with intrigue . 	 Lubbering up a tale mighty to leave the screen sizzling with conspiracy and deceit; wringing out a matter out of nothing. 	 1 	 0
1 	 it 's the kind of pigeonhole-resisting romp that hollywood too rarely provides . 	 This is the sort of pigeonhole-resisting romp that hollywood too rarely provideth. 	 1 	 0
1 	 has a plot full of twists upon knots ... and a nonstop parade of mock-tarantino scuzbag types that starts out clever but veers into overkill . 	 Is well furnished with a conspiracy full of turnings and detours, a nonstop parading of scuzbag types that beginneth with clever intent but devoureth into overkill 	 0 	 1
1 	 there 's nothing provocative about this film save for the ways in which it studiously avoids provoking thought . 	 And the thoughts of the mind are not iniquity: for there is nothing contentious in this film save the ways in which it 	 0 	 1
-1 	 a gentle blend of present day testimonials , surviving footage of burstein and his family performing , historical archives , and telling stills . 	 a gentle blend of present day testimonials , surviving footage of burstein and his family performing , historical archives , and telling stills . 	 1 	 1
-1 	 -lrb- it 's -rrb- a prison soccer movie starring charismatic tough guy vinnie jones , but it had too much spitting for me to enjoy . 	 -lrb- it 's -rrb- a prison soccer movie starring charismatic tough guy vinnie jones , but it had too much spitting for me to enjoy . 	 0 	 0
-1 	 there are slow and repetitive parts , but it has just enough spice to keep it interesting . 	 there are slow and repetitive parts , but it has just enough spice to keep it interesting . 	 1 	 1
-1 	 rambles on in a disjointed , substandard fashion from one poorly executed action sequence to the next . 	 rambles on in a disjointed , substandard fashion from one poorly executed action sequence to the next . 	 0 	 0
1 	 if this is satire , it 's the smug and self-congratulatory kind that lets the audience completely off the hook . 	 If this be the sort of thing that is done in satire, this is the proud and selfsame kind of thing that let the audience utterly off the hook 	 0 	 1
-1 	 jagger the actor is someone you want to see again . 	 jagger the actor is someone you want to see again . 	 1 	 1
1 	 the level of maturity displayed by this 33-year-old first-time feature director is astonishing , considering her inexperience and her subject matter . 	 The fact that this 33-year-old first-time feature director, who is just beginning her career, should have attained to the very top of the first feature she 	 1 	 0
-1 	 murder by numbers is like a couple of mediocre tv-movie - of-the-week films clumsily stuck together . 	 murder by numbers is like a couple of mediocre tv-movie - of-the-week films clumsily stuck together . 	 0 	 0
-1 	 there 's more scatological action in 8 crazy nights than a proctologist is apt to encounter in an entire career . 	 there 's more scatological action in 8 crazy nights than a proctologist is apt to encounter in an entire career . 	 0 	 0
1 	 the two leads chomp considerably more scenery with their acting than fire-breathing monsters barbecue with their breath ... 	 They that chomp with the two leads do so with a far more scenery than firebreathing monsters that bray with their breath; 	 0 	 1
1 	 ... a roller-coaster ride of a movie 	 A roller coaster of a movie, a play of a play, 	 1 	 0
1 	 just like hearst 's enormous yacht , it 's slow and unwieldy and takes a long time to reach its destination . 	 The longsuffering of God, which is in you, and the longsuffering of our Lord Jesus Christ, which is in you, is able to make 	 0 	 1
