p_val 	 orig_sent 	 adv_sent 	 original_class 	 adversarial_class
1 	 no number of fantastic sets , extras , costumes and spectacular locales can disguise the emptiness at the center of the story . 	 A multitude of fantastic sets and divers sorts of extras are there in divers manners and degrees to disguise the emptiness at the heart of the tale. 	 0 	 1
1 	 a slick , skillful little horror film . 	 A slithery, skilful little horror of a film. 	 1 	 0
-1 	 there are as many misses as hits , but ultimately , it finds humor in the foibles of human behavior , and it 's a welcome return to the roots of a genre that should depend on surprises . 	 there are as many misses as hits , but ultimately , it finds humor in the foibles of human behavior , and it 's a welcome return to the roots of a genre that should depend on surprises . 	 1 	 1
1 	 more a load of enjoyable , conan-esque claptrap than the punishing , special-effects soul assaults the mummy pictures represent . 	 More a load of pleasantness for the eyes, conan'sesque claptrap than the punishing, special effects to the grosser natures. 	 1 	 0
-1 	 on the surface , it 's a lovers-on-the-run crime flick , but it has a lot in common with piesiewicz 's and kieslowski 's earlier work , films like the double life of veronique . 	 on the surface , it 's a lovers-on-the-run crime flick , but it has a lot in common with piesiewicz 's and kieslowski 's earlier work , films like the double life of veronique . 	 1 	 1
1 	 in the end , punch-drunk love is one of those films that i wanted to like much more than i actually did . 	 In the end is the love of many years wherein a man smiteth his beloved with a kiss of victory, and love is one of those films that 	 0 	 1
-1 	 finds a way to tell a simple story , perhaps the simplest story of all , in a way that seems compelling and even original . 	 finds a way to tell a simple story , perhaps the simplest story of all , in a way that seems compelling and even original . 	 1 	 1
1 	 most of the supporting characters in eastwood films are weak , as are most of the subplots . 	 Eastwood is the strongest among the supporting characters, as are most of the subplots of his films. 	 0 	 1
1 	 began life as a computer game , then morphed into a movie -- a bad one , of course . 	 Founded in the days of the first Commodore of the Commodore 64 computer, by a company of men, whom I have named Be 	 0 	 1
-1 	 it 's a beautifully accomplished lyrical meditation on a bunch of despondent and vulnerable characters living in the renown chelsea hotel ... 	 it 's a beautifully accomplished lyrical meditation on a bunch of despondent and vulnerable characters living in the renown chelsea hotel ... 	 1 	 1
1 	 much of what is meant to be ` inspirational ' and ` uplifting ' is simply distasteful to audiences not already sharing -lrb- the movie 's -rrb- mindset . 	 Much of what is meant to be edifying and exhortive is, in the eyes of many, rather distasteful and rather to be despised than to be enjoyed together with them. 	 0 	 1
-1 	 but based on cq , i 'll certainly be keeping an eye out for his next project . 	 but based on cq , i 'll certainly be keeping an eye out for his next project . 	 1 	 1
-1 	 disturbing and brilliant documentary . 	 disturbing and brilliant documentary . 	 1 	 1
1 	 chaotic , self-indulgent and remarkably ugly to look at , it 's ... like a series of pretentiously awful student films strung together into one feature-length horror . 	 And, behold, there came a man unto him, named Simon, which was of the household of Simon the leper, and his name was Simon the leper: and the man knew him not: and the man 	 0 	 1
1 	 windtalkers celebrates the human spirit and packs an emotional wallop . 	 And windtalkers rejoice in the human spirit, and pack a beating of emotional wallops. 	 1 	 0
1 	 what it lacks in originality it makes up for in intelligence and b-grade stylishness . 	 What lacketh in originality it makeeth up for in intelligence and b-grade stylishness. 	 1 	 0
-1 	 an exciting and involving rock music doc , a smart and satisfying look inside that tumultuous world . 	 an exciting and involving rock music doc , a smart and satisfying look inside that tumultuous world . 	 1 	 1
-1 	 the lack of pace kills it , although , in a movie about cancer , this might be apt . 	 the lack of pace kills it , although , in a movie about cancer , this might be apt . 	 0 	 0
-1 	 not too far below the gloss you can still feel director denis villeneuve 's beating heart and the fondness he has for his characters . 	 not too far below the gloss you can still feel director denis villeneuve 's beating heart and the fondness he has for his characters . 	 1 	 1
-1 	 it 's astonishing . 	 it 's astonishing . 	 1 	 1
-1 	 a film that takes you inside the rhythms of its subject : you experience it as you watch . 	 a film that takes you inside the rhythms of its subject : you experience it as you watch . 	 1 	 1
-1 	 a resonant tale of racism , revenge and retribution . 	 a resonant tale of racism , revenge and retribution . 	 1 	 1
-1 	 a mostly intelligent , engrossing and psychologically resonant suspenser . 	 a mostly intelligent , engrossing and psychologically resonant suspenser . 	 1 	 1
1 	 between bedroom scenes , viewers may find themselves wishing they could roll over and take a nap . 	 It may be found between the bed scenes, that a viewer may wish to roll over and take a nap. 	 0 	 1
1 	 the central story lacks punch . 	 The tale of the nought is lacking in the central 	 0 	 1
1 	 not every animated film from disney will become a classic , but forgive me if i 've come to expect more from this studio than some 79-minute after-school `` cartoon '' . 	 Not every animated film from disney shall become a classic, but forgive me that I have come to expect more from this studio than some 79-minute after-school ``cartoon'' from the four corners of the 	 0 	 1
-1 	 a didactic and dull documentary glorifying software anarchy . 	 a didactic and dull documentary glorifying software anarchy . 	 0 	 0
-1 	 a well-made thriller with a certain level of intelligence and non-reactionary morality . 	 a well-made thriller with a certain level of intelligence and non-reactionary morality . 	 1 	 1
1 	 if you 're like me , a sucker for a good old fashion romance and someone who shamelessly loves to eat , then mostly martha offers all the perfect ingredients to more than satisfy your appetite . 	 And martha is a very excellent and skilful cook; if thou wouldest be like me, a sucker for a good old fashion love and one that shamelessly dieth in his own mouth; then chiefly martha 	 1 	 0
1 	 it 's never a good sign when a film 's star spends the entirety of the film in a coma . 	 And it shall be a sign unto the children of Israel, that when a man shall spend all the portion of a film star in a trance 	 0 	 1
1 	 roman coppola may never become the filmmaker his dad was , but heck -- few filmmakers will . 	 That the author of the epistle might be made a prince of the Jews, and not the filmmaker of his father's d 	 1 	 0
1 	 national lampoon 's van wilder could be the worst thing to come out of national lampoon since class reunion 	 And a nation might rise up against a nation, and there should be a nation against a people, and there should be a nation against a 	 0 	 1
-1 	 the acting by the over-25s lacks spark , with csokas particularly unconnected . 	 the acting by the over-25s lacks spark , with csokas particularly unconnected . 	 0 	 0
1 	 it 's the kind of pigeonhole-resisting romp that hollywood too rarely provides . 	 And it is this sort of pigeonhole resisting romp, wherein the hollywood which is scarce provided is sometimes resorted to 	 1 	 0
1 	 has a plot full of twists upon knots ... and a nonstop parade of mock-tarantino scuzbag types that starts out clever but veers into overkill . 	 Hath a plot full of twists upon knots; and a nonstop parading of mocktarantino scuzbag types that beginneth cunningly but veileth into overkill; 	 0 	 1
1 	 there 's nothing provocative about this film save for the ways in which it studiously avoids provoking thought . 	 And all this save that the manner of the matter is perverted, which is contrary to sound doctrine, and contrary to the ways 	 0 	 1
-1 	 a gentle blend of present day testimonials , surviving footage of burstein and his family performing , historical archives , and telling stills . 	 a gentle blend of present day testimonials , surviving footage of burstein and his family performing , historical archives , and telling stills . 	 1 	 1
1 	 -lrb- it 's -rrb- a prison soccer movie starring charismatic tough guy vinnie jones , but it had too much spitting for me to enjoy . 	 And it came to pass at that time, that, behold, the eunuch came in unto me, and said unto me, Lo, this is the prison of the king of Syria; and 	 0 	 1
1 	 there are slow and repetitive parts , but it has just enough spice to keep it interesting . 	 There are parts slow and repetitious, but yet there is not enough spice to make it sweet. 	 1 	 0
1 	 rambles on in a disjointed , substandard fashion from one poorly executed action sequence to the next . 	 From one disjointed, substandard manner in one well executed action to another disjointed, substandard manner in another well executed 	 0 	 1
-1 	 jagger the actor is someone you want to see again . 	 jagger the actor is someone you want to see again . 	 1 	 1
1 	 the level of maturity displayed by this 33-year-old first-time feature director is astonishing , considering her inexperience and her subject matter . 	 The watchword of this 33-year-old first feature director is marvellous, considering her inexperience and her subject matter. 	 1 	 0
-1 	 murder by numbers is like a couple of mediocre tv-movie - of-the-week films clumsily stuck together . 	 murder by numbers is like a couple of mediocre tv-movie - of-the-week films clumsily stuck together . 	 0 	 0
1 	 but in imax 3-d , the clichés disappear into the vertiginous perspectives opened up by the photography . 	 But in imax three, by the clichés are dropped out into the vertiginous perspectives of the photography. 	 1 	 0
-1 	 the two leads chomp considerably more scenery with their acting than fire-breathing monsters barbecue with their breath ... 	 the two leads chomp considerably more scenery with their acting than fire-breathing monsters barbecue with their breath ... 	 0 	 0
1 	 ... a roller-coaster ride of a movie 	 A ride of a roller coaster in a movie 	 1 	 0
-1 	 tsai ming-liang has taken his trademark style and refined it to a crystalline point . 	 tsai ming-liang has taken his trademark style and refined it to a crystalline point . 	 1 	 1
-1 	 god help the poor woman if attal is this insecure in real life : his fictional yvan 's neuroses are aggravating enough to exhaust the patience of even the most understanding spouse . 	 god help the poor woman if attal is this insecure in real life : his fictional yvan 's neuroses are aggravating enough to exhaust the patience of even the most understanding spouse . 	 0 	 0
1 	 the film is surprisingly well-directed by brett ratner , who keeps things moving well -- at least until the problematic third act . 	 And the movie is surprisingly well directed by brett ratner, who keepeth things moving well until the problematic third act; but then the story grindeth to 	 1 	 0
-1 	 the story feels more like a serious read , filled with heavy doses of always enticing sayles dialogue . 	 the story feels more like a serious read , filled with heavy doses of always enticing sayles dialogue . 	 1 	 1
-1 	 the hours makes you examine your own life in much the same way its characters do , and the experience is profound . 	 the hours makes you examine your own life in much the same way its characters do , and the experience is profound . 	 1 	 1
1 	 in its ragged , cheap and unassuming way , the movie works . 	 It is wrought in raggedness, and in cheapness and in unrighteousness. 	 1 	 0
1 	 while the film misfires at every level , the biggest downside is the paucity of laughter in what 's supposed to be a comedy . 	 While the fags are misfiring at every fathom of the earth, the chief downsides are this, that they lack the laughter of that which is supposed to 	 0 	 1
-1 	 i love the way that it took chances and really asks you to take these great leaps of faith and pays off . 	 i love the way that it took chances and really asks you to take these great leaps of faith and pays off . 	 1 	 1
1 	 lacks heart , depth and , most of all , purpose . 	 Lacks heartiness, depth, and purpose, most excellent in wisdom. 	 0 	 1
-1 	 marries the amateurishness of the blair witch project with the illogic of series 7 : the contenders to create a completely crass and forgettable movie . 	 marries the amateurishness of the blair witch project with the illogic of series 7 : the contenders to create a completely crass and forgettable movie . 	 0 	 0
1 	 the movie 's eventual success should be credited to dennis quaid , in fighting trim shape as an athlete as well as an actor 	 It is a matter of record that the movie dennis quaid should have made a success, and should have given glory to dennis quaid in his wars 	 1 	 0
1 	 the actors do n't inhabit their roles -- they 're trapped by them , forced to change behavior in bizarre unjustified fashion and spout dialog that consists mostly of platitudes . 	 For the actors do inhabit not their roles, being entangled in them through the violence of the prince, compelled to change their behavior in an unjustified manner, and spouting dialog that consisteth chiefly of plat 	 0 	 1
1 	 strong setup and ambitious goals fade as the film descends into unsophisticated scare tactics and b-film thuggery . 	 As the days of the film draw nigh, the strong setup and the bold aspirations fade away: the vile and the bawdy get a hold 	 0 	 1
1 	 vile and tacky are the two best adjectives to describe ghost ship . 	 Vile and tacky are the two chiefest and abominable in the sight of the LORD. 	 0 	 1
-1 	 bow 's best moments are when he 's getting busy on the basketball court because that 's when he really scores . 	 bow 's best moments are when he 's getting busy on the basketball court because that 's when he really scores . 	 1 	 1
-1 	 a movie that tries to fuse the two ` woods ' but winds up a bolly-holly masala mess . 	 a movie that tries to fuse the two ` woods ' but winds up a bolly-holly masala mess . 	 0 	 0
1 	 but that 's just the problem with it - the director has n't added enough of his own ingredients . 	 But that which is made by him is nigh unto him that made it; the director hath not added thereto his own substance. 	 0 	 1
-1 	 who knows what exactly godard is on about in this film , but his words and images do n't have to add up to mesmerize you . 	 who knows what exactly godard is on about in this film , but his words and images do n't have to add up to mesmerize you . 	 1 	 1
-1 	 it becomes gimmicky instead of compelling . 	 it becomes gimmicky instead of compelling . 	 0 	 0
-1 	 sets up a nice concept for its fiftysomething leading ladies , but fails loudly in execution . 	 sets up a nice concept for its fiftysomething leading ladies , but fails loudly in execution . 	 0 	 0
-1 	 undone by its overly complicated and derivative screenplay , the glacier-paced direction and the stereotypical characters . 	 undone by its overly complicated and derivative screenplay , the glacier-paced direction and the stereotypical characters . 	 0 	 0
1 	 some , like ballistic , arrive stillborn ... looking like the beaten , well-worn video box cover of seven years into the future . 	 Some receive continuance stillborn in their mother's womb, some receive continuance in their mother's womb, some receive continuance in their mother's womb, 	 0 	 1
-1 	 the sort of movie that gives tastelessness a bad rap . 	 the sort of movie that gives tastelessness a bad rap . 	 0 	 0
-1 	 a pleasant romantic comedy . 	 a pleasant romantic comedy . 	 1 	 1
-1 	 the director 's twitchy sketchbook style and adroit perspective shifts grow wearisome amid leaden pacing and indifferent craftsmanship -lrb- most notably wretched sound design -rrb- . 	 the director 's twitchy sketchbook style and adroit perspective shifts grow wearisome amid leaden pacing and indifferent craftsmanship -lrb- most notably wretched sound design -rrb- . 	 0 	 0
-1 	 must be seen to be believed . 	 must be seen to be believed . 	 1 	 1
-1 	 ... a poignant and powerful narrative that reveals that reading writing and arithmetic are not the only subjects to learn in life . 	 ... a poignant and powerful narrative that reveals that reading writing and arithmetic are not the only subjects to learn in life . 	 1 	 1
-1 	 this is a film brimming with detail and nuance and one that speaks volumes about the ability of the human spirit to find solace in events that could easily crush it forever . 	 this is a film brimming with detail and nuance and one that speaks volumes about the ability of the human spirit to find solace in events that could easily crush it forever . 	 1 	 1
1 	 birot is a competent enough filmmaker , but her story has nothing fresh or very exciting about it . 	 Birot is a competent and excellent filmmaker, but her story is without freshness or very excellent things about it. 	 0 	 1
1 	 it delivers some chills and sustained unease , but flounders in its quest for deeper meaning . 	 It delivereth some chills and sustained uneasiness; but floundereth in all things for the more profound meaning 	 0 	 1
1 	 shot perhaps ` artistically ' with handheld cameras and apparently no movie lights by joaquin baca-asay , the low-budget production swings annoyingly between vertigo and opacity . 	 Shot perhaps with the handheld cameras and apparently no movie lights by joaquin baca-asay, the lowbudget production swings errantly between vertigo and opacity by the way of the desert. 	 0 	 1
1 	 it 's painful . 	 it is sore torments. 	 0 	 1
1 	 a simple , sometimes maddeningly slow film that has just enough charm and good acting to make it interesting , but is ultimately pulled under by the pacing and lack of creativity within . 	 A simple and often maddeningly slow picture, somewhat lacking in grace and good speaking, but having a devouring and continual treading of the paths of evil, to draw the eyes of the unwise 	 0 	 1
-1 	 as blunt as it is in depicting child abuse , el bola is a movie steeped in an ambiguity that lends its conflicts a symbolic resonance . 	 as blunt as it is in depicting child abuse , el bola is a movie steeped in an ambiguity that lends its conflicts a symbolic resonance . 	 1 	 1
-1 	 morton is , as usual , brilliant . 	 morton is , as usual , brilliant . 	 1 	 1
1 	 ... a weak , manipulative , pencil-thin story that is miraculously able to entertain anyway . 	 A weak, a deceitful, an unlearned story that is miraculously beguiling unto them that are weak 	 0 	 1
-1 	 what could have become just another cautionary fable is allowed to play out as a clever , charming tale -- as pleasantly in its own way as its self-dramatizing characters . 	 what could have become just another cautionary fable is allowed to play out as a clever , charming tale -- as pleasantly in its own way as its self-dramatizing characters . 	 1 	 1
1 	 culkin , who 's in virtually every scene , shines as a young man who uses sarcastic lies like a shield . 	 culkin a young man in almost every scene shineeth as one that useth perverseness with a deceitful tongue like a shield. 	 1 	 0
1 	 for anyone who remembers the '60s or is interested in one man 's response to stroke , ram dass : fierce grace is worth seeking out . 	 Ought thou to search for the vine of thine own vineyard in vain, for any that remembereth the days of the '60s or is interested in one man's 	 1 	 0
-1 	 falters when it takes itself too seriously and when it depends too heavily on its otherwise talented cast to clown in situations that are n't funny . 	 falters when it takes itself too seriously and when it depends too heavily on its otherwise talented cast to clown in situations that are n't funny . 	 0 	 0
1 	 it wo n't be long before you 'll spy i spy at a video store near you . 	 Now it is not long ere ye shall spy in a video store near you: for the world is your enemy, and 	 0 	 1
-1 	 an engaging overview of johnson 's eccentric career . 	 an engaging overview of johnson 's eccentric career . 	 1 	 1
1 	 proof that a thriller can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more surprise than yesterday 's weather report . 	 Proof that a thriller may be skilfully shot, expertly cast, puffed up with the best of skill, and speedily set in order by the prudent with the assurance of the prudent, yet leaving in their wake a 	 0 	 1
-1 	 this goofy gangster yarn never really elevates itself from being yet another earnestly generic crime-busting comic vehicle -- a well-intentioned remake that shows some spunk and promise but fails to register as anything distinctive or daring 	 this goofy gangster yarn never really elevates itself from being yet another earnestly generic crime-busting comic vehicle -- a well-intentioned remake that shows some spunk and promise but fails to register as anything distinctive or daring 	 0 	 0
1 	 sorry , charlie 	 Greet charlie, said the king. 	 0 	 1
1 	 it 's a hoot and a half , and a great way for the american people to see what a candidate is like when he 's not giving the same 15-cent stump speech . 	 And it was a hoot and a half for the people to see what a man of God would do, when he would not give the same fifteen cent stump speech every time he spake to a different people. 	 1 	 0
-1 	 in scope , ambition and accomplishment , children of the century ... takes kurys ' career to a whole new level . 	 in scope , ambition and accomplishment , children of the century ... takes kurys ' career to a whole new level . 	 1 	 1
1 	 the sad thing about knockaround guys is its lame aspiration for grasping the coolness vibes when in fact the film is n't as flippant or slick as it thinks it is . 	 The sad thing is that knockabout men seek after the coolness of their touch, when in fact it isn't as flippant or slick as it imagineeth to be. 	 0 	 1
1 	 the more kevin costner rests on his pretty-boy laurels , the public is , regrettably , going to have tepid films like dragonfly tossed at them . 	 And the more precious kine of the public runneth to and fro on the ways of kingly favour toward their pretty brethren in the way of kingly favour toward their glorious princes; and the more 	 0 	 1
1 	 ... -lrb- a -rrb- strained comedy that jettisons all opportunities for rock to make his mark by serving up the usual chaotic nonsense . 	 Girded with the raiment of his office, and armed with the girdle of his power, to make his mark by serving up the usual chaotic wrestlings for his 	 0 	 1
1 	 blessed with immense physical prowess he may well be , but ahola is simply not an actor . 	 Blessed with an overflowing multitude of mighty bodies he may well be done to him; but ahola is an actor alone. 	 0 	 1
1 	 another big , dumb action movie in the vein of xxx , the transporter is riddled with plot holes big enough for its titular hero to drive his sleek black bmw through . 	 And another very great and dumb movie, in the vein of xxx, the transporter is puffed up with his own small and great acts, and with the device of his titular hero to drive his sleek 	 0 	 1
-1 	 nothing denis has made before , like beau travil and nenette et boni , could prepare us for this gory , perverted , sex-soaked riff on the cannibal genre . 	 nothing denis has made before , like beau travil and nenette et boni , could prepare us for this gory , perverted , sex-soaked riff on the cannibal genre . 	 0 	 0
-1 	 led by griffin 's smartly nuanced performance and enthusiasm , the cast has a lot of fun with the material . 	 led by griffin 's smartly nuanced performance and enthusiasm , the cast has a lot of fun with the material . 	 1 	 1
1 	 it 's frustrating to see these guys -- who are obviously pretty clever -- waste their talent on parodies of things they probably thought were funniest when they were high . 	 This is to be lamented of them that are plainly cunning, and to be despised of them that are but low in their own conceits when they were high. 	 0 	 1
1 	 i watched the brainless insanity of no such thing with mounting disbelief . 	 With mounting unbelief, as with the ungodly, I have watched the way of the 	 0 	 1
1 	 the angst-ridden , affluent slacker characters are more grating than engaging . 	 The angst of the slothful is more bitter than the trenchant of the engaged. 	 0 	 1
-1 	 he just wants them to be part of the action , the wallpaper of his chosen reality . 	 he just wants them to be part of the action , the wallpaper of his chosen reality . 	 1 	 1
1 	 the movie 's ripe , enrapturing beauty will tempt those willing to probe its inscrutable mysteries . 	 For the time is ripe for the movie, to enrapture the eyes with enrapturing beauty, to provoke those that would 	 1 	 0
1 	 like so many other allegedly scary movies , it gets so tangled up in the twist that it chokes the energy right out of the very audience it seeks to frighten . 	 It is so entangled in the twisting of the very people that it chokes the life out of them, like so many other purportedly fearful fables that are made to the intent of terrorizing the 	 0 	 1
1 	 is n't it great ? 	 Is it not great? 	 1 	 0
-1 	 enormously likable , partly because it is aware of its own grasp of the absurd . 	 enormously likable , partly because it is aware of its own grasp of the absurd . 	 1 	 1
-1 	 this is as powerful a set of evidence as you 'll ever find of why art matters , and how it can resonate far beyond museum walls and through to the most painfully marginal lives . 	 this is as powerful a set of evidence as you 'll ever find of why art matters , and how it can resonate far beyond museum walls and through to the most painfully marginal lives . 	 1 	 1
-1 	 the film is exhilarating to watch because sandler , liberated from the constraints of formula , reveals unexpected depths as an actor . 	 the film is exhilarating to watch because sandler , liberated from the constraints of formula , reveals unexpected depths as an actor . 	 1 	 1
-1 	 ranging from funny to shattering and featuring some of the year 's best acting , personal velocity gathers plenty of dramatic momentum . 	 ranging from funny to shattering and featuring some of the year 's best acting , personal velocity gathers plenty of dramatic momentum . 	 1 	 1
-1 	 the film is faithful to what one presumes are the book 's twin premises -- that we become who we are on the backs of our parents , but we have no idea who they were at our age ; and that time is a fleeting and precious commodity no matter how old you are . 	 the film is faithful to what one presumes are the book 's twin premises -- that we become who we are on the backs of our parents , but we have no idea who they were at our age ; and that time is a fleeting and precious commodity no matter how old you are . 	 1 	 1
1 	 some decent actors inflict big damage upon their reputations . 	 Some men, by means of their fame, and their power, and by their 	 0 	 1
1 	 human nature talks the talk , but it fails to walk the silly walk that distinguishes the merely quirky from the surreal . 	 And man talketh the talk of the flesh; but it is of the Spirit, and it profiteth them not. 	 0 	 1
1 	 does n't amount to much of anything . 	 doth not an hundred fold come to nought. 	 0 	 1
-1 	 huppert gives erika a persona that is so intriguing that you find yourself staring hypnotically at her , trying to understand her and wondering if she 'll crack . 	 huppert gives erika a persona that is so intriguing that you find yourself staring hypnotically at her , trying to understand her and wondering if she 'll crack . 	 1 	 1
-1 	 an exceedingly clever piece of cinema . 	 an exceedingly clever piece of cinema . 	 1 	 1
1 	 lead provocatuers testud and parmentier give superlative performances 	 Let provocatuers lead testud and parmentier give their high proficiencies. 	 1 	 0
-1 	 apallingly absurd ... the chemistry or lack thereof between newton and wahlberg could turn an imax theater into a 9 '' black and white portable tv . 	 apallingly absurd ... the chemistry or lack thereof between newton and wahlberg could turn an imax theater into a 9 '' black and white portable tv . 	 0 	 0
-1 	 meandering , sub-aquatic mess : it 's so bad it 's good , but only if you slide in on a freebie . 	 meandering , sub-aquatic mess : it 's so bad it 's good , but only if you slide in on a freebie . 	 0 	 0
1 	 rather quickly , the film falls into a soothing formula of brotherly conflict and reconciliation . 	 And rather sluggishly it fell upon the audience to behold the film, than into a disquieting dis 	 1 	 0
1 	 when the painted backdrops in a movie are more alive than its characters , you know you 're in trouble . 	 When the painted backdrops in a picture are more alive than their figures, ye know that your soul is in trouble. 	 0 	 1
1 	 this overproduced and generally disappointing effort is n't likely to rouse the rush hour crowd . 	 This is nought to rouse the rush hour people; for this overcometh the crowd and doth not r 	 0 	 1
-1 	 having never been a huge fan of dickens ' 800-page novel , it surprised me how much pleasure i had watching mcgrath 's version . 	 having never been a huge fan of dickens ' 800-page novel , it surprised me how much pleasure i had watching mcgrath 's version . 	 1 	 1
-1 	 the noble tradition of men in drag hits an all-time low in sorority boys , whose makers apparently believe that women 's clothing can cover up any deficiency in acting , writing or direction . 	 the noble tradition of men in drag hits an all-time low in sorority boys , whose makers apparently believe that women 's clothing can cover up any deficiency in acting , writing or direction . 	 0 	 0
1 	 if you collected all the moments of coherent dialogue , they still would n't add up to the time required to boil a four - minute egg . 	 And if ye would have added up all the utterances of coherent conversation together, even those which were of the four measures, yet they would not add up to four measures 	 0 	 1
1 	 the problem with this film is that it 's forced to make its characters idiots in order to advance the plot . 	 And this is the problem that the present work hath: that it is forced to make the foolishness of the wicked to the glory of the 	 0 	 1
-1 	 it 's disappointing when filmmakers throw a few big-name actors and cameos at a hokey script . 	 it 's disappointing when filmmakers throw a few big-name actors and cameos at a hokey script . 	 0 	 0
1 	 the story is naturally poignant , but first-time screenwriter paul pender overloads it with sugary bits of business . 	 The story is naturally moving in his natural way; but first Paul penderoverseth it with sugary business. 	 0 	 1
1 	 so lazy and slipshod it confuses the mere flashing of kinky soft-core imagery with naughty fun . 	 So that it confuses the mere fluttering of kinky softcore with lewdness of the imagination. 	 0 	 1
-1 	 a love for films shines through each frame and the era is recreated with obvious affection , scored to perfection with some tasty boogaloo beats . 	 a love for films shines through each frame and the era is recreated with obvious affection , scored to perfection with some tasty boogaloo beats . 	 1 	 1
1 	 i tried to read the time on my watch . 	 And I set the watch of my days upon my watch. 	 0 	 1
1 	 writer\/director john mckay ignites some charming chemistry between kate and jed but , when he veers into sodden melodrama , punctuated by violins , it 's disastrous and kate 's jealous female friends become downright despicable . 	 Now it came to pass, that in the end of the reign of king John, after he had made a league with the Jews, that kate and jed were in love with one another, and were bitterly jealous for their sister sitteth 	 0 	 1
1 	 the movie takes itself too seriously and , as a result , it makes for only intermittent fun . 	 For by this means a movie is made for the purpose of making it only for a time, and as a thing to 	 0 	 1
-1 	 an overstuffed compendium of teen-catholic-movie dogma . 	 an overstuffed compendium of teen-catholic-movie dogma . 	 0 	 0
1 	 an involving true story of a chinese actor who takes up drugs and winds up in an institution -- acted mostly by the actual people involved . 	 A play wherein the actual people are the actors, and the chinese actor is the principal; and a play wherein the actual people are the principal, and the ch 	 1 	 0
-1 	 would seem to have a lock on the title of ugliest movie of the year . 	 would seem to have a lock on the title of ugliest movie of the year . 	 0 	 0
1 	 an incendiary , deeply thought-provoking look at one of the most peculiar -lrb- and peculiarly venomous -rrb- bigotries in our increasingly frightening theocracy 	 An incendiary looking for the most pernicious and venomous iniquities of our increasingly perilous theocracy, 	 1 	 0
-1 	 lee jeong-hyang tells it so lovingly and films it so beautifully that i could n't help being captivated by it . 	 lee jeong-hyang tells it so lovingly and films it so beautifully that i could n't help being captivated by it . 	 1 	 1
-1 	 the episodic film makes valid points about the depersonalization of modern life . 	 the episodic film makes valid points about the depersonalization of modern life . 	 1 	 1
-1 	 it 's almost impossible not to be moved by the movie 's depiction of sacrifice and its stirring epilogue in post-soviet russia . 	 it 's almost impossible not to be moved by the movie 's depiction of sacrifice and its stirring epilogue in post-soviet russia . 	 1 	 1
-1 	 though the film 's scenario is certainly not earthshaking , this depiction of fluctuating female sexuality has two winning lead performances and charm to spare . 	 though the film 's scenario is certainly not earthshaking , this depiction of fluctuating female sexuality has two winning lead performances and charm to spare . 	 1 	 1
-1 	 kinnear gives a tremendous performance . 	 kinnear gives a tremendous performance . 	 1 	 1
1 	 perhaps no picture ever made has more literally showed that the road to hell is paved with good intentions . 	 For the just mightily glorified the road to hell, that they might bring it to nought by good works. 	 1 	 0
-1 	 dull , if not devoid of wit , this shaggy dog longs to frisk through the back alleys of history , but scarcely manages more than a modest , snoozy charm . 	 dull , if not devoid of wit , this shaggy dog longs to frisk through the back alleys of history , but scarcely manages more than a modest , snoozy charm . 	 0 	 0
-1 	 ... both hokey and super-cool , and definitely not in a hurry , so sit back , relax and have a few laughs while the little ones get a fuzzy treat . ' 	 ... both hokey and super-cool , and definitely not in a hurry , so sit back , relax and have a few laughs while the little ones get a fuzzy treat . ' 	 1 	 1
-1 	 windtalkers blows this way and that , but there 's no mistaking the filmmaker in the tall grass , true to himself . 	 windtalkers blows this way and that , but there 's no mistaking the filmmaker in the tall grass , true to himself . 	 1 	 1
-1 	 an intriguing and entertaining introduction to johnson . 	 an intriguing and entertaining introduction to johnson . 	 1 	 1
1 	 it further declares its director , zhang yang of shower , as a boldly experimental , contemporary stylist with a bright future . 	 It further declareth itself to be the directorship of it, zhang yang of showering for the building of the house of God, as a 	 1 	 0
1 	 the only way this supernatural snore-fest could give anyone a case of the frights is if they were put to sleep by the movie and had a nightmare . 	 For it is only by a miracle that this snorefestsomuch as it is a sop, can any man give his son or his daughter to drink. 	 0 	 1
-1 	 although it bangs a very cliched drum at times , this crowd-pleaser 's fresh dialogue , energetic music , and good-natured spunk are often infectious . 	 although it bangs a very cliched drum at times , this crowd-pleaser 's fresh dialogue , energetic music , and good-natured spunk are often infectious . 	 1 	 1
-1 	 claude miller airs out a tight plot with an easy pace and a focus on character drama over crime-film complications . 	 claude miller airs out a tight plot with an easy pace and a focus on character drama over crime-film complications . 	 1 	 1
1 	 to imagine the life of harry potter as a martial arts adventure told by a lobotomized woody allen is to have some idea of the fate that lies in store for moviegoers lured to the mediocrity that is kung pow : enter the fist . 	 But the more they saw of the life of harry potter, the more they envied him, because they saw the miseries that were in store for them that went into the theatre, and for the audience that went in, as a martial arts 	 0 	 1
-1 	 the film is just a big , gorgeous , mind-blowing , breath-taking mess . 	 the film is just a big , gorgeous , mind-blowing , breath-taking mess . 	 1 	 1
-1 	 daughter from danang is a film that should be seen by all , especially those who are n't aware of , or have forgotten about the unmentioned victims of war . 	 daughter from danang is a film that should be seen by all , especially those who are n't aware of , or have forgotten about the unmentioned victims of war . 	 1 	 1
-1 	 it 's also the year 's sweetest movie . 	 it 's also the year 's sweetest movie . 	 1 	 1
